GSM3905407_BCH825_BCH825.P02.A01	GSM3905407_BCH825_BCH825.P02.A03	GSM3905407_BCH825_BCH825.P02.A05	GSM3905407_BCH825_BCH825.P02.A07	GSM3905407_BCH825_BCH825.P02.A08	GSM3905407_BCH825_BCH825.P02.A09	GSM3905407_BCH825_BCH825.P02.A10	GSM3905407_BCH825_BCH825.P02.A11	GSM3905407_BCH825_BCH825.P02.B01	GSM3905407_BCH825_BCH825.P02.B02	GSM3905407_BCH825_BCH825.P02.B03	GSM3905407_BCH825_BCH825.P02.B04	GSM3905407_BCH825_BCH825.P02.B05	GSM3905407_BCH825_BCH825.P02.B06	GSM3905407_BCH825_BCH825.P02.B07	GSM3905407_BCH825_BCH825.P02.B08	GSM3905407_BCH825_BCH825.P02.B11	GSM3905407_BCH825_BCH825.P02.B12	GSM3905407_BCH825_BCH825.P02.C02	GSM3905407_BCH825_BCH825.P02.C03	GSM3905407_BCH825_BCH825.P02.C05	GSM3905407_BCH825_BCH825.P02.C06	GSM3905407_BCH825_BCH825.P02.C09	GSM3905407_BCH825_BCH825.P02.C10	GSM3905407_BCH825_BCH825.P02.C11	GSM3905407_BCH825_BCH825.P02.C12	GSM3905407_BCH825_BCH825.P02.D01	GSM3905407_BCH825_BCH825.P02.D03	GSM3905407_BCH825_BCH825.P02.D04	GSM3905407_BCH825_BCH825.P02.D05	GSM3905407_BCH825_BCH825.P02.D06	GSM3905407_BCH825_BCH825.P02.D07	GSM3905407_BCH825_BCH825.P02.D08	GSM3905407_BCH825_BCH825.P02.D09	GSM3905407_BCH825_BCH825.P02.D10	GSM3905407_BCH825_BCH825.P02.D11	GSM3905407_BCH825_BCH825.P02.D12	GSM3905407_BCH825_BCH825.P02.E01	GSM3905407_BCH825_BCH825.P02.E02	GSM3905407_BCH825_BCH825.P02.E05	GSM3905407_BCH825_BCH825.P02.E06	GSM3905407_BCH825_BCH825.P02.E07	GSM3905407_BCH825_BCH825.P02.E08	GSM3905407_BCH825_BCH825.P02.E09	GSM3905407_BCH825_BCH825.P02.E10	GSM3905407_BCH825_BCH825.P02.E11	GSM3905407_BCH825_BCH825.P02.E12	GSM3905407_BCH825_BCH825.P02.F01	GSM3905407_BCH825_BCH825.P02.F02	GSM3905407_BCH825_BCH825.P02.F03	GSM3905407_BCH825_BCH825.P02.F05	GSM3905407_BCH825_BCH825.P02.F06	GSM3905407_BCH825_BCH825.P02.F07	GSM3905407_BCH825_BCH825.P02.F08	GSM3905407_BCH825_BCH825.P02.F12	GSM3905407_BCH825_BCH825.P02.G01	GSM3905407_BCH825_BCH825.P02.G02	GSM3905407_BCH825_BCH825.P02.G05	GSM3905407_BCH825_BCH825.P02.G06	GSM3905407_BCH825_BCH825.P02.G09	GSM3905407_BCH825_BCH825.P02.G10	GSM3905407_BCH825_BCH825.P02.G11	GSM3905407_BCH825_BCH825.P02.G12	GSM3905407_BCH825_BCH825.P02.H04	GSM3905407_BCH825_BCH825.P02.H08	GSM3905407_BCH825_BCH825.P02.H09	GSM3905407_BCH825_BCH825.P02.H10	GSM3905407_BCH825_BCH825.P02.H12	GSM3905407_BCH825_BCH825.P06.A02	GSM3905407_BCH825_BCH825.P06.A03	GSM3905407_BCH825_BCH825.P06.A04	GSM3905407_BCH825_BCH825.P06.A05	GSM3905407_BCH825_BCH825.P06.A06	GSM3905407_BCH825_BCH825.P06.A07	GSM3905407_BCH825_BCH825.P06.A08	GSM3905407_BCH825_BCH825.P06.A09	GSM3905407_BCH825_BCH825.P06.A10	GSM3905407_BCH825_BCH825.P06.B01	GSM3905407_BCH825_BCH825.P06.B02	GSM3905407_BCH825_BCH825.P06.B03	GSM3905407_BCH825_BCH825.P06.B04	GSM3905407_BCH825_BCH825.P06.B05	GSM3905407_BCH825_BCH825.P06.B06	GSM3905407_BCH825_BCH825.P06.B07	GSM3905407_BCH825_BCH825.P06.B08	GSM3905407_BCH825_BCH825.P06.B09	GSM3905407_BCH825_BCH825.P06.B12	GSM3905407_BCH825_BCH825.P06.C04	GSM3905407_BCH825_BCH825.P06.C05	GSM3905407_BCH825_BCH825.P06.C07	GSM3905407_BCH825_BCH825.P06.C08	GSM3905407_BCH825_BCH825.P06.C09	GSM3905407_BCH825_BCH825.P06.D04	GSM3905407_BCH825_BCH825.P06.D06	GSM3905407_BCH825_BCH825.P06.D07	GSM3905407_BCH825_BCH825.P06.D08	GSM3905407_BCH825_BCH825.P06.D09	GSM3905407_BCH825_BCH825.P06.D12	GSM3905407_BCH825_BCH825.P06.E01	GSM3905407_BCH825_BCH825.P06.E03
UQCRC1	6.247	0	4.692	5.721	0	5.074	7.223	5.591	6.005	7.446	4.9	0	7.561	5.299	6.172	5.702	5.941	6.869	5.623	0	6.351	6.452	0	0	0	0	6.955	6.743	6.621	0	0	5.678	0	5.323	0	3.336	3.997	5.352	0	6.063	0	3.951	0	5.805	5.656	4.939	7.217	4.845	5.267	5.409	5.6	2.714	7.007	4.886	0	4.293	4.487	0	6.507	0	4.662	0	5.243	0	4.147	6.349	4.454	0	0	5.503	0	5.802	6.097	5.035	5.113	0	0	0	2.892	5.941	7.113	0	0	6.94	5.723	5.26	5.926	0	5.759	3.548	0	6.736	5.163	0	0	5.973	7.234	0	6.609	4.922
CDCA7	5.067	0	5.418	5.364	0	1.392	0	0	5.675	0	3.638	0	0	5.394	0.712	3.793	0	0	4.004	0	3.668	0	2.473	0	0	0	0	0	0	0	0	0	0	0	0	4.026	1.732	0	0	0	0	0	0.799	4.904	2.564	4.294	2.292	0	0	0	0	0	1.846	3.718	0	4.464	0	0	3.573	0	0	0	0	0	0	0	0	0	0	5.191	0	4.983	4.422	2.525	0	0	0	0	5.134	2.369	0.395	0	0	0	0	0	2.996	0	3.882	0	0	2.295	2.954	0	0	4.933	3.18	5.302	5.086	0
FAM174B	2.503	0	0	0.851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.79	0	1.69	5.355	0	0	0	0	0	0	0	5.301	0	0	0	0	0	0	0	0	0	0	1.37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.923	0	0	0	0	0	0	0	0	0	0	0	0	0	5.025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PHF11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
U2AF1L4	5.013	0	4.623	0	0	0	0	3.183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.347	0	0	0	0	0	0	0	0.911	0	0	0	0	0	0	0	0	0	0	0	0	0	4.616	0	0	1.785	0	0	1.927	0	4.683	4.703	4.108	0	0	0	0	0	0	0	0	0	0	3.678	0	0	0	0	0	0	0	3.089	0	0	0	4.859	0	4.932	0	0	0	0	0	0	0	0	0	3.127	0	0	0	0	0
TBC1D3F	0	0	2.715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.44	4.019	0	0	0	0	0	0	0	0	0	0	0	0	0	1.754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.945	0	0	0	0	0	4.312	3.441	1.018	0	2.265	0	0	0	2.048	0	5.17	3.707	0	0	0	0	0	0	0	0	0	0	0	0	0
KLHL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.122	0	0	5.554	0	0	0	0	4.298	0	0	0	0	0	0	0	0	0	0	0	0	1.544	0	0	0	0	0.687	0	0	0	0	0	0	0	2.613	0	4.836	0	2.736	5.761	0	0.842	0	0	0	0	0.674	0.584	0	0	0	0	0	0	0	0.473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.564	1.323	2.086	0	0	4.638	0	2.064	0	0	0	0	1.263
MTUS1	5.654	0	0	5.351	5.075	3.041	5.37	4.13	0	0	0	3.137	0	0	4.939	0	0	5.129	0	0	1.438	0	0	0	4.28	5.416	6.002	5.976	4.009	5.086	0	4.865	0	5.159	0	3.914	0	3.73	4.549	0	0	2.748	1.023	0	2.435	0	4.893	0	3.995	2.807	5.356	0	0	0	4.235	4.016	0	0	0	4.626	3.193	5.659	3.435	3.901	2.575	4.318	3.838	0	3.011	2.595	3.501	1.78	2.811	0	5.47	4.374	5.454	0	1.259	4.749	4.589	4.104	0	2.752	5.689	4.44	2.16	5.2	4.101	0	5.839	0	5.267	0	0	0	0	0	0	4.6
APEX1	4.919	6.029	6.479	5.673	5.945	0	0	0	7.027	6.323	5.754	5.728	5.731	6.555	5.506	4.563	5.825	4.984	2.013	0	0	0	5.831	7.161	7.043	0	6.913	5.058	5.835	5.434	6.049	7.693	5.938	0	7.035	0	1.239	6.02	0	5.797	6.6	7.045	6.698	3.271	5.213	5.743	4.241	5.001	6.118	0	6.8	5.697	6.906	5.231	0	5.522	5.951	0	0	0	0	0	6.024	6.994	6.719	0	5.136	1.973	0	5.894	5.265	6.1	6.03	5.262	5.236	3.332	0	5.628	4.461	5.24	5.237	7.037	0	0	3.62	0	5.317	0	6.599	6.499	4.532	5.109	5.034	0	6.632	0	5.444	0	4.005	4.445
PSME2	1.276	0	1.515	3.849	0	5.337	0	4.974	0	0	0	0	0	6.127	3.757	0	0	3.542	6.158	0	0	5.558	0	0	0	0	0	1.875	0	0	3.337	0	0	0	0	0	6.432	1.127	0	0	0	5.486	0	0	0	0	4.445	0	4.574	6.407	0	0	4.163	0	0	0	0	0	1.416	0	0	0	0	0	5.283	0	0	0	3.593	5.689	4.989	0	5.084	0	0	0	5.485	5.212	4.355	0	3.607	5.654	0	6.65	5.414	1.708	2.324	5.008	0	3.039	4.82	0	4.522	0	0	0	0	0	0	0
NCAPG	0	0	4.205	5.036	0	0	0	0	0	0	0	0	0	0	0	1.394	0	0	1.185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.947	0	0	0	0	0.439	0	0	0	0	0	0	0	1.187	0	0	0	1.648	0	4.09	0	1.522	0	0	0	0	4.044	0	0	0	0.208	0	0	0	0	0	4.259	0	0	3.941	0	0	0	0	0	0	0	0	3.807	0	0	1.53	0
BIN3	0	0	0.85	0	0	0	0	0	4.179	0	0	0	0	0	0	0	0	0	0	0	4.487	0	4.895	0	0	0	0	2.871	0	3.42	0	0	0	3.924	0	0	0	0	0	0	0	0	0	0	0	2.628	0	0	0	0	0	4.787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.745	5.173	0	0	0	0	0.438	0	0	0	3.553	0	0	0	3.789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.95	4.139
RAD51B	0	1.241	0	3.588	0	0	0	2.561	2.137	0	0	0	0	0	0	2.932	0	0	2.954	0	0	2.448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.914	0	0	4.266	0	0	0	0	0	0	0	2.59	0	0	0	0	0	4.572	0	2.249	0	0	0	0	0	1.636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASF1A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.209	0	0	5.514	0	4.778	0	5.956	0	5.759	0	0	0	2.947	0	0	0	0	0	1.252	0	4.646	3.027	0	4.992	0	0	0	5.804	0	0.838	2.262	0	0	4.824	0	0	5.214	3.272	0	0	4.067	5.239	0	0	4.857	4.328	5.601	0	0	5.012	0	0	0	0	0	4.222	0	3.641	4.717	3.849	0	5.502	0	0	3.897	0	3.153	0	0	0	0	3.307	0	0	5.535	5.463	0	4.844	0	5.642	0	0	0	5.032	0
COCH	0	0	0	0	0	0	0	4.78	0	0	0	0	0	0	3.59	1.995	0	0	0	0	3.591	0	0	3.513	0	3.457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.648	0	5.787	2.843	0	1.653	4.69	0	0	4.392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.736	0	0	2.135	0.539	0	4.77	0	0	0	3.172	4.944	0	0	0	2.463	0	0	0	0	0	1.569	0	5.662	0	0	0	0	0	0	0	0
POLE3	0	0	0	4.434	0	0	0	0	2.279	1.831	0	0	1.149	6.195	2.424	1.703	0	0	4.281	0	0	5.476	0	6.138	0	0	2.999	0	5.146	0	6.154	0	0	0	0.781	4.124	6.196	0	0	0	0	0	0	3.841	4.9	0	0	0	4.748	0	0	0	0	0	0	4.416	0	6.374	0	0	4.709	0	5.672	0	0	0	0.937	0	5.659	5.32	6.22	0.861	4.874	4.022	0	0	5.374	4.833	3.333	4.321	0	1.674	0	0	0	0	1.872	0	0	2.594	0	1.391	3.354	0	0	2.951	0	0	0	3.597
NR4A2	4.599	0	0	3.551	0	0	0	0	0	0	0	0	3.974	4.332	0	0	0	0	1.422	2.29	3.742	0	0	2.314	4.792	0	0	0	0	0	0	0	3.762	0	0	3.42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.314	0	0	0	0	5.757	0	0	0	0	0	1.685	0	1.795	0	0	0	0	0	0	0	0	0	0	3.789	0	0	0	0	0	0	0	0	0	0	3.341	0	1.303	0	0	0	0	0	3.28	0.732
BUB3	6.556	0	7.334	5.3	0	2.563	5.701	0	0	6.638	0	0	0	0	3.636	0	0	3.598	0	0	0	4.291	5.308	0	0	0	5.259	4.201	0	0	0	5.107	0	0	0	3.282	2.756	0	1.638	0.898	0	0	1.353	4.854	0	0	4.506	1.605	0	0	0	0	5.792	0	0	0	0	0	4.829	0	0	2.864	0	0	3.294	0	4.395	0	0	0	1.223	4.735	4.257	1.135	1.778	2.428	0	0	4.436	4.225	0	2.897	0	0	0	0	6.578	6.174	3.653	0	6.156	0	4.806	0	0	0	0	0	0	0
HINFP	0	0	0	0	0	0	0	5.384	5.405	0	4.13	0	0	0	3.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.614	0	0	0	0	3.782	0	0	4.5	0	0	0	0	4.2	0	3.252	0	0.943	0	0	5.455	0	0	0	0	0	0	0	0	0	6.029	0	0	0	0	0	0	0	0	0	0	0	4.96	0	0	0	0	0	0	0	0	0	0	0	0	0	4.953	0	0	0	0	0	0	0	0	0	0	6.204	0	0
HSPA4L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.321	5.068	3.977	3.785	0	0	0	0	0	0	0	0	0.754	0	0	0	0	0	0	0	0	3.149	0	0	0	0	0	0	0	0	0	0	2.118	0	0	0	0	0	0	0	0	0.259	0	0	0	5.333	0	0	0	0	0	0	0	0	0	0	0	0	0.263	0	0	0	0	0	1.356	2.559	0	0	0	4.658	0	0	0	0	0	0	0	0	2.233	0	0	0	0	0	0	0
SBK2	0	0	0	0	0	4.016	0	0	0	0	0	5.293	0	2.929	0	1.798	0	0	0	0	0	4.046	5.535	0	0	0	0	0	0	0	6.223	2.352	0	0	0	0	0	0	0	1.731	0	0	0	2.309	0	0	0	0	0	0	0	0	2.906	0	0	2.426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.297	0	0	1.464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.454	2.709	0	0	0	0	0	0	0	0	0	0
CLPP	5.427	0	0	3.832	0	0	0	0	0	0	0	5.679	5.418	0	0	5.039	0	3.09	0	0	0	0	0	0	0	5.774	0	4.004	5.661	0	5.987	0	0	0	0	1.744	5.446	0	0	5.044	0	0	0	0	0	0	0	0	4.226	0	0	0	0	5.38	0	0	0	0	0	0	0	0	0	0	0	0	4.097	4.581	0	4.953	0	0	0	3.42	0	0	0	0	0	3.032	0	0	5.543	0	3.976	2.076	0	0	0	0	0	4.579	2.499	0	0	4.412	0	0	0	0
EFCAB12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RSPH3	0	0	0	0	0	0	0	2.424	0	0	0	0	0	0	0	0	0	0	0	1.185	4.719	3.154	0	5.186	0	0	2.043	0	0	0	5.011	0	4.638	0	0	0	3.061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.824	0	0	3.66	5.173	0	0	0	0	0	0	0	4.444	0	2.788	0	1.008	0	0	0.927	0	0	0	0	0	0	1.75	0	5.13	2.971	0	0	0	0	1.977	0	0	0	0	0	3.037	5.403	0	0	0	0	0	0
TMEM187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NHLH1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CRAT	0	0	0	0	0	0	0	0	0	0	0	5.974	0	0	0	0	0	0	0	0	0	0	0	0	2.057	4.217	0	0	0	0	0	0	0	0	0.645	0	0	0	0	0	0	0	0	0	0	1.444	0	0	0	0	0	0	0	0	0	2.916	0	0	1.289	0	0	0	0	0	0	5.985	0.377	0	0	0	0	0	0	0	0	0	0	0	0	0	4.755	0	0	5.121	0	0	3.996	0	2.199	6.045	0	0	1.523	0	2.761	0	0	0	0	0
FERMT2	0	0	0	0	0	0	5.745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.184	0	0	4.726	4.793	0	0	0	0	0	0	1.694	0	3.156	3.803	1.453	2.455	4.846	0	0	0	0	0	0	3.191	0	0	0	0	0	4.512	0	0	4.365	0	0	0	0	0	0	5.853	0	0	0	0	0	0	0	0	0	1.495	0	0	0	0	0	3.111	0	4.282	0	5.703	0	0	0	0	0	0	4.285	0	0	0	2.796	0	2.18	0	5.422	0	0
FAM175A	0	0	0	0	0	0	6.113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.537	0	0	0	0	0	0	0	0	0	0	0	5.011	0	0	0	4.346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.213	0	0	0	0	0	0	0	0	0.86	0	0	2.042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.967	0	0	0	0	0	0	0
MRPL28	0	0	0	0	0	0	0	0	0	0	0	0	3.99	0	4.715	0	0	0	0	0	5.532	0	0	1.935	0	5.893	0	0	0	0	5.873	0	0	5.007	4.77	0	0	0.883	0	0	0	0	0	0	0	0	0	0	5.467	0	0	0	0	0	0	3.9	0	0	3.823	0	5.459	0	0	4.45	0	0	4.808	0	0	0	5.045	0	4.155	3.814	3.711	4.951	0	0	3.358	3.415	3.171	5.5	0	0	0	4.993	5.635	5.25	5.333	0	0	0	5.149	3.65	5.612	0	0	0	0	0
MGME1	4.629	0	1.256	4.247	0	0	0	0	5.715	4.822	0	0	0	4.739	4.113	0	0	0	3.693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.732	3.493	0	0	4.354	2.054	0	0	0	2.305	0	0	0	0	0	0	0	0	5.539	0	0	3.213	0	4.563	0	3.367	0	0	4.887	0	0	0	5.016	0	0	1.774	1.18	0	0	0	0	0	0	1.324	0	1.149	0	0	0	0	0	0	0	0	0	2.37	0
TMEM79	4.401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.867	0	0	0	4.363	0	0	0	0	0	0	0	0	2.93	0	0	0	0	0	0	0	5.817	0	0	0	0	4.388	0	0	0	0	0	0	2.346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.119	0	0	0	0	0	0	0	0
HID1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAB5A	0	0	0	2.587	0	0	0	0.806	0	0	0	0	4.018	0	0	3.813	1.977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.571	0	0	0	5.232	0	0	0	0	0	0	0	0	5.601	0	0	4.57	0	0	0	0.788	0	5.811	0	0	0	5.041	0	0	0	0	6.184	0	0	0	0	0	0	0	0	0	3.742	4.922	4.783	4.765	0	0	0	0	0	0	0	1.717	5.478	3.362	0	0	0	0	0	0	0.753	0	0	0	0	0	0	5.061
RNASEH2B	4.547	0	0	0	6.438	0	0	0	5.726	0	0	5.402	0	0	2.804	0	0	0	4.694	0	1.561	0	0	3.288	0	0	0	1.207	0	0	0	0	0	0	0	0	1.797	0	0	0	5.159	0	0	4.101	0	2.785	0	5.1	4.57	0	0	0	3.751	0	0	0	0	0	0	0	0	4.022	0	0	3.572	0	0	0	0	0	3.256	0	2.331	4.25	0	0	0	0	3.401	0	0	0	2.284	5.213	0	0	0	0	0	3.014	0	0	0	0	0	0	2.866	0	0	0
TMEM222	0	0	1.913	4.918	1.553	0	0	4.877	4.369	0	0	0	0	2.398	3.743	0	0	3.007	0.854	4.886	0	0	0	0	5.763	4.876	0	3.688	2.995	0	0	0	0	0	0	0	0	4.218	0	0	3.051	0	0	0	0	4.235	2.151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.307	0	0.829	0	0	0	5.801	3.967	0	5.225	4.716	3.755	0	0	3.413	3.472	0	3.742	0	0	0	0	0	0	4.985	0	0	4.923	0	0	0	0	0	0	0	2.781
RPUSD3	0	0	4.869	0	0	5.418	0	0	0	0	0	0	0	0	2.7	0	0	0	0	0	0	0	0	0	0	1.963	0	0	0	0	0	5.437	0	0	0	4.452	0	0	0	1.582	0	0	0	0	5.084	0	0	0	4.769	6.158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.194	0	0	0	0	0	4.655	4.686	0	5.739	0	0	1.484	0	0	0	4.732	0	0	0	2.045	0	0	0	0	0	0	4.089	0	0	4.374	0	0	0	2.337
BTBD11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNX2	4.87	5.926	0	0	0	3.975	0	0	0	0	0.922	0	3.974	6.387	0	0	0	3.198	4.793	0	5.263	0	0	0	0	0	0	0	1.887	0	0	0	0	5.116	0	4.757	0	0.541	0	6.02	0	0	3.718	3.481	0	0	3.841	5.269	4.708	0	0	0	3.189	5.07	0	3.86	0	0	0	0	0	4.205	1.76	6.603	0	0	0	0	0	0	5.367	0	4.323	0	0	5.885	4.655	0	0	3.938	0	0	0	0	0	0	4.598	0	0	0	5.427	0	4.573	6.241	1.844	0	0	0	0	5.039
PAQR3	0	0	0	0	0	0	0	0	1.511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.695	0	0	0	0	0	0	0.825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.007	0	0	0	1.596	0	0	0	0
NDUFAF2	4.868	0	0	0	4.566	0	0	0	0	0	0	6.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.099	0	0	0	0	0	2.277	0	5.15	0	0	0	5.536	0	0	0	4.43	0	4.265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.927	0	0	1.874	3.44	6.309	2.964	3.521	0	0	0	0	0	5.716	0	0	0	5.223	0	0	0	0	4.734	0	0	0	0	0	0	2.971
SLC9A6	0	0	0	2.766	0	0	0	3.777	0	0	0	0	0	0	0	0	0	0	0	0	3.554	0	0	0	0	0.314	0	0	0	0	0.593	0	0	0	0	0.362	0.893	0	0	0	0	0	0	0	2.577	0	0	0	0	0	0	0	0	0	0	0.627	0	0	0	0	0	0	0	0	0	0	0	0	0.94	0	0	0	0	0	0	0	0	0	1.072	0	0	0	1.242	3.233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VPS33B	0	0	0	0	0	0	0	0	3.892	0	0	0	0	0	0	4.272	0	0	4.02	0	0	4.051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.556	0	0	0	0	0	0	0	0	4.463	3.302	0	0	0	0	0	0	0.316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.377	0	0	1.905	0	0	0	0	0	0	0	0	0	0	5.555	4.961	0	0	0	2.899	0	0	0	0	3.183	0	0	0	0	0
CHAC2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TUBA1A	9.311	9.852	8.651	10.117	0	8.556	8.826	9.103	7.28	8.257	8.815	10.589	7.082	9.842	9.507	8.816	10.071	9.502	8.623	7.797	6.96	8.158	9.256	8.339	10.036	10.333	10.577	9.461	9.555	9.266	9.197	7.299	9.025	10.391	8.608	8.172	7.557	8.935	9.94	9.005	7.992	8.944	7.778	6.48	8.243	8.402	9.787	8.635	9.822	4.1	8.321	9.578	6.735	7.606	10.074	9.923	8.952	8.453	9.267	7.9	9.743	7.979	8.319	7.417	8.64	7.348	9.505	9.287	7.412	7.48	9.694	9.993	9.909	8.034	10.854	9.282	9.74	5.829	7.986	10.605	9.263	9.956	8.645	8.477	7.697	10.137	8.898	6.66	10.287	9.004	7.056	10.136	8.539	9.607	7.88	8.593	9.182	10.167	8.76	10.15
